goTerm,Biological.function,Cluster.number,pvalue,size,Genes
GO:0007411,axon guidance ,Cluster_5,0.003026213,19,CYFIP2;RET;ROBO2;SPON2;NRP1;DRAXIN;PTPRM;PIK3CD;IRS2;VLDLR;ARHGAP35;GLI2;ROBO1;RPS6KA5;TUBB3;KIF5B;GRB10;TNR;PLXNC1;EPHB1;SPTAN1;EPHA5;EPHA4;LYPLA2;SEMA6A;WNT5A;FRS2;PRKCA;UNC5C;GFRA1;GFRA2;MLF2;ENAH;GAP43;CREB1;DOK4;PIK3CA;DOK5;FEZ1;DOK6;FEZ2;EVL;EZR;SOS1;SHANK3;SPTBN4;SPTBN5;SEMA3C;NRXN1;SEMA3A;SEMA3B;NRXN3;PIK3R1;SEMA3F;EFNA5;RAP1GAP;ART4;FAM129B;EFNB2;SPTA1;EFNB1;NRAS;RELN;KIF3A;GPC1;MAPK1;SLIT3;NCAM1;FYN;PLXNA4;SPTBN1;PDLIM7;SPTBN2;MAPK3;VASP;NGFR;PSPN;BDNF;RYK;PTPN11;L1CAM;PTK2;VEGFA;EFNA1;CXCL12;DAB1;GDNF;ARTN;PTPRA;NFIB;PLXNB2;PLXNB1;KRAS;CNTN4;BDNF;CNTN4;DOK5;EFNA1;EFNB2;EVL;GDNF;GFRA2;GRB10;NRXN3;PDLIM7;PIK3R1;PTPRM;RELN;SEMA3A;SHANK3;SPTBN5;TNR;VLDLR
GO:0007507,heart development ,Cluster_8,0.009094604,16,TCF25;CHD7;HTR2B;PTEN;ECE1;TAZ;PKD2;PCSK5;GLI2;CDH5;AKAP13;GJA1;NIPBL;SOX17;SH3PXD2B;PLCE1;SOX4;EPHB4;MEF2A;MKKS;CXADR;NCOA6;CACYBP;FOXL1;ZDHHC16;TGFBR1;TGFBR2;TGFBR3;MTHFD1;PKP2;RARB;ALPK3;NDRG4;FOXC1;RAMP2;SRF;PDGFB;GATA6;GATA2;CRIP1;ADAP2;FLRT3;POLR2D;DVL2;NDUFV2;MEF2D;STRA6;TGFB2;TGFB1;FOXF1;INSR;MICAL2;IFT122;PTPN11;TBX5;BMP7;PTK2;POU6F1;BMP5;VEGFA;TBX2;BMP2;NF1;TCAP;MEGF8;FGF12;DAND5;BMP2;BMP5;CDH5;ECE1;FOXL1;GLI2;INSR;MEGF8;NDRG4;NDUFV2;PKD2;PKP2;PLCE1;PTEN;SRF;TGFBR3
GO:0007589,body fluid secretion ,Cluster_3,0.006391113,3,SLC22A4;NPR1;SLC22A2;VEGFA;SLC22A2;SLC22A4;VEGFA
GO:0007601,visual perception ,Cluster_5,0.003367105,10,COL18A1;PRR4;SLC24A1;OAT;RGS16;COL11A1;CRYBA1;GUCY2F;RPGR;CRYZ;TRPM1;RS1;EFEMP1;GNAT2;OPA1;RDH10;GRM8;NUDT19;DRAM2;EYS;GPR179;IMPG2;BBS2;DNAJC19;WFS1;EYA3;EYA4;POU6F2;CACNA2D4;RABGGTB;RABGGTA;EML2;DHRS3;COL1A1;GPR143;KIFC3;ATF6;CRYBA1;DHRS3;GPR143;GRM8;GUCY2F;RDH10;RGS16;RPGR;RS1;TRPM1
GO:0008016,regulation of heart contraction ,Cluster_3,0.000458784,15,RYR1;KCNG2;RYR2;GSK3A;AHCYL1;CELF2;ATP2A2;SLC8A1;SLC8A2;NANOS1;S100A1;TRPC1;TPM1;ABCC9;TNNI3K;ATP1B1;STIM1;ASPH;KCNQ1;RNF207;CAMK2D;NPR1;ITPR1;ITPR2;ITPR3;ATP1A2;ATP1A1;SRI;TMEM65;FPGT-TNNI3K;CORIN;TGFB2;CAV3;KCNIP2;ATP2B4;ATP2B1;AGT;TBX2;SMAD7;SLC8A3;DES;P2RX4;FXYD3;FXYD1;FXYD7;FXYD6;CALM3;CALM1;CALM2;ABCC9;ATP1A2;CAMK2D;CAV3;FXYD1;FXYD7;ITPR2;KCNIP2;RYR1;SLC8A1;SLC8A2;STIM1;TBX2;TGFB2;TMEM65
GO:0008033,tRNA processing ,Cluster_1,0.000978504,18,POP5;POP7;POP1;TSEN15;POP4;RPP30;WDR4;RTCB;ZBTB8OS;C2ORF49;THUMPD1;TSEN2;TSEN54;THG1L;CLP1;RPP38;PUS3;TYW5;METTL1;NSUN2;ELAC2;SARS;NSUN6;CDKAL1;TRNT1;C9ORF64;QTRT1;CTU1;KARS;RPP21;RPP25;TSEN34;AARS2;DDX1;CSTF2;HSD17B10;LCMT2;RPP14;CPSF4;PTCD1;SSB;TRMT10C;CPSF1;RPP40;TRMT1;TRIT1;ADAT2;ATP5J2-PTCD1;TRMT6;FAM98B;TRMT61A;ATP5J2-PTCD1;CLP1;CPSF4;CSTF2;DDX1;LCMT2;PTCD1;PUS3;RPP14;RPP30;RPP40;SSB;THG1L;THUMPD1;TRMT10C;TRMT6;TSEN54;ZBTB8OS
GO:0008213,protein alkylation ,Cluster_1,0.004066939,7,VCP;PRMT1;PRMT3;ETFB;EEF2;GSPT1;EEF1A1;VCPKMT;ETF1;FAM98B;SNRPD3;FAM98A;CALM1;SNRPB;EEF1A1;EEF2;ETF1;GSPT1;PRMT1;SNRPD3;VCP
GO:0008334,histone mRNA metabolic process ,Cluster_1,0.000508739,11,UPF1;SLBP;ZNF473;SSB;NCBP1;NCBP2;CPSF3;CPSF2;LSM1;PAPD4;LSM10;LSM11;EXOSC10;EXOSC4;XRN1;SNRPG;ATM;SNRPE;SNRPF;SNRPD3;MTPAP;DCP2;SNRPB;CPSF2;CPSF3;DCP2;EXOSC10;LSM1;LSM10;SLBP;SNRPD3;SNRPE;SNRPG;SSB
GO:0008380,RNA splicing ,Cluster_1,3.61E-08,33,DBR1;PDCD7;DDX47;GEMIN2;EIF4A3;WDR83;USP39;DCAF4;CCAR2;PPP1R9B;SYNCRIP;PTBP1;SNRPD2;PPP2R1A;SNRPD1;RSRC1;KHSRP;DHX16;SNRPD3;TXNL4A;SNRNP35;BCAS2;SNRPN;NCBP1;SCAF11;NCBP2;PRPF4B;ZCRB1;CDC40;SRRM1;PRPF4;DDX19A;SFPQ;PRPF6;PRPF18;DDX39B;RRAGC;PRPF3;SNRPG;LUC7L3;SRSF4;RP9;PPIG;SNRPF;SNRNP25;HNRNPH3;SRSF7;SLU7;SNRPB;SF3B4;SF3B2;SF3B3;DHX8;RNPC3;NOL3;PPP2CA;RNF113A;TRA2B;SF3B1;SRSF10;SMNDC1;SRSF11;IVNS1ABP;SF3A3;NONO;LSM1;USB1;MAGOHB;LSM4;SMU1;SNRNP40;MPHOSPH10;RNPS1;SNRNP48;HNRNPC;TARDBP;CCAR2;CDC40;DBR1;DCAF4;DDX47;DHX16;DHX8;EIF4A3;GEMIN2;KHSRP;LSM1;MAGOHB;MPHOSPH10;NONO;PPP1R9B;PPP2CA;PPP2R1A;PRPF4;PRPF6;PTBP1;RNPS1;SF3A3;SF3B2;SF3B4;SFPQ;SMU1;SNRNP40;SNRNP48;SNRPD1;SNRPD3;SNRPG;SRSF7;USP39
GO:0008535,respiratory chain complex IV assembly ,Cluster_4,0.006151682,9,COA4;COA3;SURF1;COA1;COX16;PET100;COX15;COX18;COX17;TIMM21;BCS1L;PET117;CHCHD5;SCO1;SCO2;COX11;COX14;MT-CO3;COA6;COA5;CHCHD5;COA3;COA4;COA6;COX14;COX15;COX16;PET100;SCO2
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage ,Cluster_1,0.000653951,12,RPS27L;HTRA2;BRCA1;CRIP1;CASP9;BCL2L11;ABL1;EP300;SFN;FNIP2;IKBKE;TP63;BOK;MCL1;MOAP1;CIDEB;AEN;TOPORS;HIPK2;MSH6;SNW1;MSH2;DDIT4;BAX;TP53;EPHA2;TP73;BOK;BRCA1;CASP9;CIDEB;HTRA2;MOAP1;MSH2;MSH6;RPS27L;SNW1;TOPORS;TP53
GO:0008637,apoptotic mitochondrial changes ,Cluster_1,0.000798603,11,FIS1;ATG3;BIK;BNIP3;NAIF1;IFI6;MFF;SOD2;CLU;HK2;CCAR2;HSPD1;TIMM50;GGCT;AIFM2;PPIF;THEM4;BAX;SFN;VPS35;NDUFS1;BID;DNM1L;BOK;ATG3;BID;BIK;BOK;CCAR2;DNM1L;HSPD1;IFI6;NDUFS1;THEM4;VPS35
GO:0008654,phospholipid biosynthetic process ,Cluster_1,0.000798603,11,DPAGT1;AGPAT5;IDI1;FDPS;NUS1;ZNF593;PCYT2;SGMS1;SPHK2;SRD5A3;DOLK;CRLS1;AGPAT3;AGPAT4;DHDDS;GNPAT;GPAM;DOLPP1;NDUFAB1;CPNE1;CPNE3;FAR1;GPAT2;FADS1;CPNE1;CPNE3;CRLS1;DOLPP1;DPAGT1;FADS1;GNPAT;GPAT2;IDI1;SPHK2;SRD5A3
GO:0009062,fatty acid catabolic process ,Cluster_7,0.001042489,15,ACADVL;ABCD3;ACAA2;ECHS1;ABHD3;ECI1;ABHD2;CROT;ACAT2;ACAT1;MCEE;AUH;ABHD16A;NUDT19;ACADM;HADH;ACAD11;ACAD10;ACADS;DECR1;ACOT8;PHYH;ACBD5;MECR;ACAD9;ADIPOQ;PEX2;AIG1;MUT;PEX13;MCAT;HADHB;ALDH3A2;PLA2G15;HADHA;FA2H;NUDT7;SLC25A17;PCCA;EHHADH;PCCB;NDUFAB1;ADTRP;LPIN1;LPIN2;LPIN3;PPARD;ABCD3;ABHD16A;ABHD2;ABHD3;ACAD10;ACAD9;FA2H;LPIN2;LPIN3;MCAT;MCEE;MECR;MUT;NUDT19;SLC25A17
GO:0009065,glutamine family amino acid catabolic process ,Cluster_8,0.00136112,5,NANOS1;GLUD2;DDAH1;GLS2;GAD1;PRODH;GLUL;GLS;DDAH1;GAD1;GLS;GLS2;NANOS1
GO:0009100,glycoprotein metabolic process ,Cluster_3,0.003370196,10,GCNT1;PARK7;PCSK6;HIF1A;FUT8;ADAMTS13;MAN2A2;MAN2A1;ST3GAL4;MAN1C1;MAN1A1;MAN2C1;AGA;ADAMTS9;ST3GAL2;EDEM3;FBXO2;EDEM1;ST8SIA2;EDEM2;ST8SIA3;ERP44;TNIP1;MGAT4A;MGAT4B;MAN2B1;HPSE;STT3B;ST6GALNAC3;B4GALT7;ST6GALNAC6;ENGASE;ADAMTS9;EDEM1;ENGASE;ERP44;FUT8;HIF1A;MAN2A1;MGAT4A;ST3GAL2;ST6GALNAC3
GO:0009152,purine ribonucleotide biosynthetic process ,Cluster_4,0.002820719,18,SLC35B2;HTR2B;HTR2C;ATP5C1;ADM;ATP5G3;ATP5G2;ATP5G1;PPCDC;AQP1;MT-ATP6;ADSL;DCAKD;AMPD2;ATP5F1;ATP5J2;ADCY9;ADORA2A;ADSSL1;ALDOA;GUCY2C;ATP5S;SLC26A2;SLC26A1;NPR1;ATP5A1;ADCY3;ATP5J;ADCY2;ATP5I;ATP5H;ADCY8;ATP5O;GUCY2F;ADCY7;ADCY6;PAPSS2;ATP5L;ACAT1;PAPSS1;PPCS;ATP5E;ATP5D;ADSS;SURF1;TGFB1;CHCHD10;MT-ATP8;IMPDH1;IMPDH2;ACAT1;ADSSL1;ALDOA;AQP1;ATP5D;ATP5E;ATP5F1;ATP5G2;ATP5G3;ATP5H;ATP5I;ATP5J2;ATP5L;ATP5O;CHCHD10;HTR2C;IMPDH2;TGFB1
GO:0009168,purine ribonucleoside monophosphate biosynthetic process ,Cluster_4,5.83E-05,16,ATP5S;ATP5A1;ATP5C1;ATP5J;ATP5I;ATP5G3;ATP5H;ATP5G2;ATP5O;PFAS;ATP5G1;ATP5L;MT-ATP6;ATP5E;PPAT;ATP5D;ADSS;LHPP;SURF1;ADSL;TGFB1;CHCHD10;AMPD2;ATP5F1;PAICS;MT-ATP8;ATP5J2;IMPDH1;IMPDH2;ADSSL1;ALDOA;GART;ADSSL1;ALDOA;ATP5D;ATP5E;ATP5F1;ATP5G2;ATP5G3;ATP5H;ATP5I;ATP5J2;ATP5L;ATP5O;CHCHD10;IMPDH2;PAICS;TGFB1
GO:0009206,purine ribonucleoside triphosphate biosynthetic process ,Cluster_4,8.83E-06,14,ATP5S;SURF1;TGFB1;ATP5A1;ATP5C1;ATP5J;CHCHD10;ATP5I;ATP5G3;ATP5H;ATP5G2;ATP5O;ATP5F1;ATP5G1;MT-ATP8;ATP5L;ATP5J2;MT-ATP6;IMPDH1;ATP5E;IMPDH2;ATP5D;ALDOA;ALDOA;ATP5D;ATP5E;ATP5F1;ATP5G2;ATP5G3;ATP5H;ATP5I;ATP5J2;ATP5L;ATP5O;CHCHD10;IMPDH2;TGFB1
GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process ,Cluster_1,0.003323325,4,DCTD;HDDC2;DTYMK;DUT;TYMS;DCTD;DUT;HDDC2;TYMS
GO:0009312,oligosaccharide biosynthetic process ,Cluster_2,0.00723339,5,GALNT11;B3GALNT1;GALNT4;GALNT2;GALNT18;B3GALT5;FUT8;ST3GAL4;POC1B-GALNT4;ST3GAL2;GALNT9;MPDU1;ST6GALNAC6;GALNT11;GALNT4;GALNT9;POC1B-GALNT4;ST3GAL4
GO:0009411,response to UV ,Cluster_1,3.87E-05,25,FEN1;KDM1A;TRIAP1;PTPRK;NOC2L;CCAR2;AQP1;YY1;CASP9;RUVBL2;MYC;AKT1;EP300;SDF4;MAP3K4;TP63;POLH;MEN1;USP47;SCARA3;GPX1;METTL3;REV1;CIRBP;CDC25A;DDB2;MSH6;MSH2;CAT;RPL26;TP53;RHNO1;ATF4;TMEM161A;PCNA;TP53I13;DCUN1D3;XPA;EGFR;AURKB;PRIMPOL;WRN;POLD1;USP1;MAP2K7;N4BP1;MAP4K3;CDKN2D;CREBBP;NPM1;UBE2A;INO80;GTF2H2;EIF2S1;USF1;MAPK13;MFAP4;ERCC4;NEDD4;ERCC2;SPRTN;ERCC8;ERCC5;ERCC6;RAD18;TP73;ATR;AKT1;AURKB;CASP9;CAT;CCAR2;EIF2S1;ERCC4;FEN1;GTF2H2;KDM1A;MAP2K7;MEN1;METTL3;MSH2;MSH6;NOC2L;NPM1;POLD1;POLH;RHNO1;TP53;TRIAP1;UBE2A;USF1;USP1
GO:0009416,response to light stimulus ,Cluster_1,0.008582666,12,SLC24A1;TP53I13;FECH;RRH;CCAR2;PRIMPOL;TRPM1;AANAT;POLD1;USP1;RHO;DRD2;MAP2K7;MAP4K3;MEN1;CDKN2D;OPN3;REV1;CIRBP;UBE2A;GTF2H2;USF1;DDB2;MSH6;MAPK10;COPS3;OPN1SW;PER3;ERCC4;SPRTN;ERCC8;ERCC5;ERCC6;CLOCK;RAD18;CCAR2;COPS3;ERCC4;FECH;GTF2H2;MAP2K7;MEN1;MSH6;POLD1;UBE2A;USF1;USP1
GO:0009451,RNA modification ,Cluster_7,0.001838282,13,AARS2;WDR4;NOP2;TSR3;MEPCE;NAT10;ADAR;THUMPD1;TFB1M;MRM1;THG1L;HENMT1;LCMT2;PUS3;NOP56;NSUN5P1;NOP58;SSB;NSUN5P2;TYW5;NSUN5;METTL1;NSUN2;METTL3;BCDIN3D;NSUN6;CDKAL1;TRMT1;PUS7;PUS7L;C9ORF64;TRIT1;LRPPRC;FTSJ3;ADAT2;QTRT1;CTU1;TRMT6;TRMT61A;NOP10;AARS2;CTU1;LRPPRC;MRM1;NAT10;NOP2;NSUN2;NSUN5P2;PUS7;PUS7L;QTRT1;TRMT1;TRMT61A
GO:0009451,RNA modification ,Cluster_1,0.003794109,14,AARS2;WDR4;NOP2;TSR3;MEPCE;NAT10;ADAR;THUMPD1;TFB1M;MRM1;THG1L;HENMT1;LCMT2;PUS3;NOP56;NSUN5P1;NOP58;SSB;NSUN5P2;TYW5;NSUN5;METTL1;NSUN2;METTL3;BCDIN3D;NSUN6;CDKAL1;TRMT1;PUS7;PUS7L;C9ORF64;TRIT1;LRPPRC;FTSJ3;ADAT2;QTRT1;CTU1;TRMT6;TRMT61A;NOP10;ADAR;BCDIN3D;FTSJ3;HENMT1;LCMT2;MEPCE;METTL3;NSUN5;NSUN5P1;PUS3;SSB;THG1L;THUMPD1;TRMT6
GO:0009584,detection of visible light ,Cluster_3,0.005477184,4,GNAT2;GNA11;GNAQ;RHO;CACNA2D4;MAPRE2;EYS;CACNA2D4;EYS;GNAQ;GNAT2
GO:0009950,dorsal/ventral axis specification ,Cluster_8,0.000182398,5,FZD5;LRP5;LRP4;SMAD6;MDFI;LRP6;FZD5;LRP4;LRP5;LRP6;SMAD6
GO:0009952,anterior/posterior pattern specification ,Cluster_8,0.00333434,6,ATP6AP2;LRP5;CELSR2;PCSK5;ACVR2B;TGFBR1;LRP6;HHEX;BMP2;CYP26C1;BASP1;SIX2;HOXD3;ACVR2B;BMP2;CELSR2;CYP26C1;LRP5;LRP6
GO:0009966,regulation of signal transduction ,Cluster_5,0.007212944,24,SCARB2;APP;GALNT11;MTCH1;CD80;NUCKS1;CLU;IGF1R;RGS5;RGS2;PPP2R1A;POFUT1;KDR;PLCE1;EPHB1;EPHB4;RGS6;ACVR1;EPHA5;TSPYL2;PDGFRB;IGFBP1;EPHA4;PDGFRA;MUSK;IGFBP5;IGFBP3;ADIPOQ;LMTK2;FOXP3;RUNX1;DOK5;DGKQ;ROR1;SIK2;PRKD1;ROR2;NAIP;LLGL1;EPHA2;LLGL2;CSF1R;EPHA10;INTU;CBFB;PXN;MST1R;CDKN2AIP;SNX3;SOCS2;RIC8B;SHARPIN;IRAK1;GRK6;IGFBP6;SOCS5;CREBBP;CAV3;INSR;PTCH1;DCDC2;BRAF;FUZ;SNW1;TMEM237;PDCL;FGFR4;FGFR3;OGT;FGFR1;RET;DDR1;ALK;FLT1;FLT4;ILK;LFNG;NUP62;NCK2;RSPO3;TIMP1;CD36;YWHAG;C3ORF58;NCK1;DYNLT1;ITGA3;INSRR;FOXL1;GLRX2;SENP2;DUSP6;PLSCR1;MDFIC;GAS1;BIRC5;BIRC6;ITGB1BP1;BIRC7;CD46;PLCB1;MET;CRK;MGLL;BIRC2;DDR2;BIRC3;SAMD5;CD63;RGS16;ABRACL;NLRC4;EGFR;HDAC6;PPP2CA;ANKMY2;NCLN;GNG4;TMEM204;ANKRD54;RGS20;CSK;CD55;GIT2;PTPN1;NTRK2;RWDD3;TCF7L1;USP20;RYK;AKR1C3;SULF1;MERTK;DHRS3;AXL;RGS12;PTPN2;GPHB5;BIRC7;DCDC2;DDR2;DHRS3;DOK5;DUSP6;EPHA10;FLT1;GNG4;GPHB5;IGFBP1;IGFBP3;NAIP;NTRK2;PDGFRA;PLCB1;PRKD1;RGS16;RGS2;ROR2;RUNX1;SAMD5;SULF1;TIMP1
GO:0009967,positive regulation of signal transduction ,Cluster_5,0.001368367,23,POGLUT1;MAML2;MAML1;IRS1;CD80;LOXL3;RBPJ;RIMS2;RIMS1;CDH3;ZMIZ1;GRB10;TNFSF11;EP300;SOX4;TP63;UNC13B;CCBE1;PRKCI;PRKCB;PIH1D1;LMO3;ADIPOQ;CD180;PRKCA;ERN1;RAB34;GPRIN1;ULK3;CD226;PHIP;MAML3;MACF1;CTBP2;PIK3R1;PHB;HIF1A;CDKN2AIP;KLK6;STK36;DVL1;ATP6V1C2;CREBBP;TGFB2;JAG1;BDNF;LY86;DCDC2;BMP6;SMARCA4;BMP2;SNW1;IL7;PDCL;AAK1;FLT1;PTEN;ILK;ROBO1;DSTYK;ESM1;HHEX;ADAMTS3;SPIN1;RSPO3;RSPO1;JAK2;PTGIS;ATP6AP2;EMP2;TGFBR1;EPN2;TRAF7;PPM1A;EVC;ELF3;IL1B;TLR9;BMP2K;ITGB1BP1;ITGA5;SHANK3;SHANK2;SHANK1;NLGN3;CD63;KANK1;NLGN1;NLGN2;NRXN1;TUBD1;AGPAT1;AGPAT2;HDAC6;DLL4;CUX2;RELN;RPS3;FLNA;PTK2B;DISC1;TRIM44;MBD5;RWDD3;STAT3;DAB2IP;SULF1;VEGFA;SULF2;ASXL1;TSPAN14;MYO1C;AXL;ASXL2;BAX;BDNF;BMP6;CD180;CUX2;DAB2IP;DCDC2;DLL4;ESM1;FLT1;GRB10;ITGA5;LMO3;LY86;MAML2;MAML3;MBD5;PIK3R1;PTGIS;RELN;RSPO1;SHANK3;SULF1;ZMIZ1
GO:0009968,negative regulation of signal transduction ,Cluster_3,0.001772831,32,OTUD4;PID1;IRS1;PDCD6;IGF1R;RGS2;GRB14;KDR;GRB10;ENPP1;CHAC1;BTRC;EPHB1;EPHB4;ACVR1;EPHA5;PDGFRB;EPHA4;PDGFRA;TLE1;MUSK;CISH;IGFBP5;PRKCB;FBXW7;NFKBIL1;IGFBP3;PRKCD;METTL3;ADIPOQ;LMTK2;RPGRIP1L;DKK1;KCTD6;EREG;BTC;SFRP4;DDIT4;ULK3;ROR1;ROR2;CARD16;TRIB1;UBA52;TRABD2B;EPHA2;TRABD2A;LRPAP1;CSF1R;NOTCH3;MTMR2;NDRG4;EPHA10;MST1R;GATA2;NLK;SOCS2;HMGXB4;SOCS1;UBB;UBC;C16ORF52;SOCS5;LYN;INSR;PTCH1;IFT122;NFATC1;BRAF;BMP5;PTPRE;BMP2;QARS;SNAI2;CALR;HRG;FGFR4;FGFR3;ZNF653;LGMN;FGFR1;RET;DDR1;ALK;GSK3A;FLT1;YWHAB;CHD8;FLT4;CBY1;PTEN;GLI3;MED12;CYP26B1;HHEX;HEY1;SMPD1;SUFU;PHACTR4;NCK1;EGFL7;INSRR;NRG2;EPN2;CYP26C1;IL1B;TMBIM1;TLR9;CRY1;TAX1BP3;TMBIM6;CACTIN;SMPDL3B;MET;MDFI;DDR2;PLIN5;HBEGF;LTF;LRRC14;KANK2;KANK1;MGRN1;GBA;THBS1;NKD1;EGFR;FAM129B;NKD2;DLL4;FRZB;GPC1;PRAME;RPS27A;XDH;SNCA;WWOX;PTPN1;PTPN18;NTRK2;YTHDF2;RYK;SPRY4;DAB2IP;PTPN12;SULF1;MERTK;AGT;SULF2;DLK2;ASXL1;AXL;NEDD4;SPRY1;MEGF8;PTPN2;ACVR1;ALK;ASXL1;BRAF;CHAC1;CISH;EGFR;FAM129B;FBXW7;IGF1R;INSRR;KDR;MDFI;NCK1;NEDD4;NFATC1;NRG2;PLIN5;PTCH1;PTPN1;PTPN2;PTPRE;SOCS2;SOCS5;SPRY4;SUFU;SULF2;TLE1;TMBIM1;TRABD2B;TRIB1;XDH
GO:0010038,response to metal ion ,Cluster_5,0.002323317,12,AHCYL1;PEF1;PDCD6;HFE;HAAO;HVCN1;NEDD4L;MT1X;ITPR3;AQP3;NDRG1;THBS1;HIF1A;CRIP1;GPHN;LOXL2;PPP2CA;MT2A;ATP7B;ATP5D;CAPN3;SNCA;SEC31A;FGB;SLC30A7;FGA;SLC30A8;TRPC1;SLC30A5;CAV1;SLC30A4;FGG;SLC11A2;ALG2;SLC30A1;PPP1CA;PPP5C;TFR2;NEDD4;ADAM9;CALM3;MAPT;ZACN;SLC25A12;CALM1;FXN;CALM2;CAPN3;FGA;FGB;FGG;HAAO;LOXL2;MAPT;MT1X;MT2A;NDRG1;SLC30A4;SNCA
GO:0010107,potassium ion import ,Cluster_3,0.008395104,6,SLC12A2;SLC12A3;SLC12A4;KCNJ10;SLC12A5;KCNJ13;KCNJ14;KCNJ16;ATP1A2;ABCC9;ATP1A1;ATP1B1;SLC12A6;SLC12A7;SLC12A8;KCNJ3;ABCC9;ATP1A2;KCNJ10;KCNJ13;SLC12A5;SLC12A8
GO:0010212,response to ionizing radiation ,Cluster_1,0.004263562,17,BRCA1;BABAM1;STK11;KAT5;MYC;TOPBP1;TP63;MEN1;H2AFX;LIG4;AEN;SPIDR;INIP;RHOB;RAD51B;RNF168;RAD51C;MSH2;EEF1D;FANCD2;DMC1;TRIM13;TP53;CLOCK;RHNO1;PRKAA1;BLM;BRAT1;DCUN1D3;RNF8;TANK;RAD51AP1;MTA1;XRRA1;SWI5;ECT2;EYA1;XRCC4;GADD45A;EYA3;INTS3;XRCC2;INO80;MAPK14;NET1;ERCC4;RFWD3;NABP2;NABP1;ATM;INTS7;TP73;RAD9A;BRAT1;BRCA1;DMC1;ERCC4;INIP;INTS3;KAT5;MEN1;MSH2;RAD51C;RAD9A;RFWD3;RHNO1;RNF168;RNF8;STK11;TP53
GO:0010224,response to UV-B ,Cluster_1,0.001988536,5,MFAP4;STK11;MSH2;HYAL1;HYAL2;HYAL3;CRIP1;HYAL1;HYAL2;HYAL3;MSH2;STK11
GO:0010257,NADH dehydrogenase complex assembly ,Cluster_4,2.85E-05,23,MT-ND4;NDUFA13;MT-ND5;NDUFA11;NDUFA12;ECSIT;TAZ;MT-ND3;ACAD9;NDUFC1;TIMM21;BCS1L;OXA1L;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;TMEM126B;NDUFB9;NDUFB8;NDUFB7;NDUFB6;NDUFB10;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;FOXRED1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA7;COA1;NDUFA6;NDUFA5;NUBPL;NDUFA3;NDUFA2;NDUFA1;NDUFAF7;NDUFAF4;NDUFAB1;NDUFAF5;NDUFAF2;NDUFAF3;NDUFAF1;ECSIT;FOXRED1;NDUFA1;NDUFA11;NDUFA13;NDUFA3;NDUFA6;NDUFA7;NDUFAB1;NDUFAF3;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB5;NDUFB7;NDUFB8;NDUFC1;NDUFS3;NDUFS5;NDUFS7;NDUFS8
GO:0010257,NADH dehydrogenase complex assembly ,Cluster_1,0.001624726,18,MT-ND4;NDUFA13;MT-ND5;NDUFA11;NDUFA12;ECSIT;TAZ;MT-ND3;ACAD9;NDUFC1;TIMM21;BCS1L;OXA1L;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;TMEM126B;NDUFB9;NDUFB8;NDUFB7;NDUFB6;NDUFB10;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;FOXRED1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA7;COA1;NDUFA6;NDUFA5;NUBPL;NDUFA3;NDUFA2;NDUFA1;NDUFAF7;NDUFAF4;NDUFAB1;NDUFAF5;NDUFAF2;NDUFAF3;NDUFAF1;BCS1L;NDUFA12;NDUFA2;NDUFA5;NDUFA9;NDUFAF1;NDUFAF4;NDUFB4;NDUFB6;NDUFS1;NDUFS2;NDUFS6;NDUFV1;NDUFV3;OXA1L;TAZ;TIMM21;TMEM126B
